Game,Winner,Sequence,XRow,XCol,ORow,OCol
game000880,O,20,0,3,2,2
game000880,O,21,4,4,1,0
game000880,O,22,4,5,2,5
game000880,O,23,5,5,7,4
game000880,O,24,2,3,0,1
game000880,O,25,1,2,5,4
game000881,X,0,1,2,4,0
game000881,X,1,2,7,3,3
game000881,X,2,3,0,2,3
game000881,X,3,4,7,1,1
game000881,X,4,7,6,7,0
game000881,X,5,0,5,6,1
game000881,X,6,2,1,5,0
game000881,X,7,3,6,7,5
game000881,X,8,5,2,4,6
game000881,X,9,5,5,1,3
game000881,X,10,2,4,1,4
game000881,X,11,0,4,7,4
game000881,X,12,4,3,4,1
game000881,X,13,1,6,6,3
game000881,X,14,3,7,0,0
game000881,X,15,1,0,3,5
game000881,X,16,5,4,6,6
game000881,X,17,0,2,2,5
game000881,X,18,5,1,0,7
game000881,X,19,3,4,0,1
game000881,X,20,5,7,1,7
game000881,X,21,1,5,2,6
game000882,O,0,4,5,5,5
game000882,O,1,3,4,2,6
game000882,O,2,6,0,5,6
game000882,O,3,1,0,2,1
game000882,O,4,4,3,3,5
game000882,O,5,2,5,6,6
game000882,O,6,7,1,4,0
game000882,O,7,0,7,0,2
game000882,O,8,6,3,5,3
game000882,O,9,2,7,6,4
game000882,O,10,4,1,2,3
game000882,O,11,1,3,0,3
game000882,O,12,2,0,0,5
game000882,O,13,7,5,5,0
game000882,O,14,5,2,4,7
game000882,O,15,7,4,5,7
game000882,O,16,7,0,1,2
game000882,O,17,7,2,1,5
game000882,O,18,2,2,5,1
game000882,O,19,7,6,0,4
game000882,O,20,3,1,5,4
game000883,O,0,6,0,2,0
game000883,O,1,5,0,3,6
game000883,O,2,4,3,3,1
game000883,O,3,3,4,2,1
game000883,O,4,0,1,1,4
game000883,O,5,1,7,3,7
game000883,O,6,6,2,4,2
game000883,O,7,3,5,5,7
game000883,O,8,7,6,5,1
game000883,O,9,5,3,6,3
game000883,O,10,5,4,6,7
game000883,O,11,3,3,0,2
game000883,O,12,7,7,6,4
game000883,O,13,6,5,0,3
game000883,O,14,1,3,6,6
game000883,O,15,1,5,7,3
game000883,O,16,5,2,2,3
game000883,O,17,0,5,0,7
game000883,O,18,4,1,7,2
game000883,O,19,7,4,1,6
game000883,O,20,2,6,2,2
game000883,O,21,3,0,7,1
game000883,O,22,7,0,2,5
game000883,O,23,4,6,3,2
game000883,O,24,5,5,1,2
game000884,X,0,3,7,1,7
game000884,X,1,2,5,3,3
game000884,X,2,7,1,4,7
game000884,X,3,1,6,3,6
game000884,X,4,5,4,6,2
game000884,X,5,4,0,6,3
game000884,X,6,2,7,4,6
game000884,X,7,6,4,5,5
game000884,X,8,5,2,1,0
game000884,X,9,4,1,6,1
game000884,X,10,0,5,2,4
game000884,X,11,4,2,5,6
game000884,X,12,2,3,2,2
game000884,X,13,7,3,3,4
game000884,X,14,0,7,3,0
game000884,X,15,7,4,1,4
game000884,X,16,0,6,1,5
game000884,X,17,0,4,5,7
game000884,X,18,6,0,0,2
game000884,X,19,5,0,0,3
game000884,X,20,1,3,4,5
game000884,X,21,5,1,4,4
game000884,X,22,7,2,7,0
game000884,X,23,1,1,0,0
game000885,O,0,1,6,1,2
game000885,O,1,3,5,1,3
game000885,O,2,2,7,6,3
game000885,O,3,2,4,4,2
game000885,O,4,0,3,6,2
game000885,O,5,6,7,3,6
game000885,O,6,3,2,5,6
game000885,O,7,0,6,3,7
game000885,O,8,0,1,7,2
game000885,O,9,2,5,6,6
game000885,O,10,7,7,7,5
game000885,O,11,5,7,5,0
game000885,O,12,4,3,2,2
game000885,O,13,5,5,7,3
game000885,O,14,4,6,2,3
game000885,O,15,3,0,1,0
game000885,O,16,1,1,6,1
game000885,O,17,4,7,1,7
game000885,O,18,6,5,5,1
game000885,O,19,0,7,4,1
game000885,O,20,0,2,7,6
game000885,O,21,5,2,0,0
game000885,O,22,1,5,3,4
game000885,O,23,7,1,2,6
game000885,O,24,2,1,7,4
game000886,O,0,5,7,2,4
game000886,O,1,7,5,1,1
game000886,O,2,6,6,5,4
game000886,O,3,7,7,2,7
game000886,O,4,0,3,1,3
game000886,O,5,1,0,0,5
game000886,O,6,6,5,1,7
game000886,O,7,0,7,1,6
game000886,O,8,3,4,0,0
game000886,O,9,3,2,4,3
game000886,O,10,7,1,0,1
game000886,O,11,5,5,4,5
game000886,O,12,0,2,4,1
game000886,O,13,5,3,7,3
game000886,O,14,2,1,6,0
game000886,O,15,7,4,3,5
game000886,O,16,7,0,5,2
game000886,O,17,1,2,3,3
game000886,O,18,7,6,6,4
game000886,O,19,3,6,2,2
game000886,O,20,2,6,1,4
game000886,O,21,3,7,6,3
game000886,O,22,4,0,2,5
game000886,O,23,0,6,6,2
game000886,O,24,3,1,4,2
game000886,O,25,6,1,4,4
game000887,O,0,7,0,6,0
game000887,O,1,1,6,1,2
game000887,O,2,7,4,5,5
game000887,O,3,4,4,3,7
game000887,O,4,7,2,3,0
game000887,O,5,2,2,6,2
game000887,O,6,2,6,1,1
game000887,O,7,7,5,1,3
game000887,O,8,5,1,0,4
game000887,O,9,3,5,0,2
game000887,O,10,0,1,6,6
game000887,O,11,4,0,3,2
game000887,O,12,0,7,1,4
game000887,O,13,0,3,4,7
game000887,O,14,5,7,6,3
game000887,O,15,5,4,2,0
game000887,O,16,5,2,0,0
game000887,O,17,2,3,6,7
game000887,O,18,5,6,4,2
game000887,O,19,3,3,2,5
game000887,O,20,2,1,3,6
game000887,O,21,1,0,4,6
game000887,O,22,5,3,5,0
game000887,O,23,7,3,7,1
game000887,O,24,3,4,6,4
game000887,O,25,4,1,7,7
game000887,O,26,4,3,1,5
game000888,O,0,6,0,4,3
game000888,O,1,7,6,6,4
game000888,O,2,2,2,2,7
game000888,O,3,5,2,3,6
game000888,O,4,7,1,1,1
game000888,O,5,6,6,2,1
game000888,O,6,1,3,7,2
game000888,O,7,5,7,4,5
game000888,O,8,3,1,0,1
game000888,O,9,3,5,1,7
game000888,O,10,4,2,0,3
game000888,O,11,1,4,7,3
game000888,O,12,1,0,0,4
game000888,O,13,6,3,3,7
game000888,O,14,6,5,3,2
game000888,O,15,7,0,3,0
game000888,O,16,5,3,1,5
game000888,O,17,6,1,7,4
game000888,O,18,5,4,5,1
game000888,O,19,5,0,2,3
game000888,O,20,4,0,4,6
game000888,O,21,6,7,6,2
game000888,O,22,4,1,3,3
game000888,O,23,2,5,4,4
game000888,O,24,1,2,0,2
game000888,O,25,2,4,5,6
game000888,O,26,2,0,5,5
game000889,O,0,0,1,2,6
game000889,O,1,0,7,3,1
game000889,O,2,3,3,7,0
game000889,O,3,0,3,7,3
game000889,O,4,4,1,1,4
game000889,O,5,4,4,5,6
game000889,O,6,6,1,3,5
game000889,O,7,4,3,3,6
game000889,O,8,6,4,0,2
game000889,O,9,5,3,4,7
game000889,O,10,6,7,7,4
game000889,O,11,3,0,7,6
game000889,O,12,0,6,0,5
game000889,O,13,1,3,4,6
game000889,O,14,7,5,3,4
game000889,O,15,1,5,7,1
game000889,O,16,2,0,6,6
game000890,X,0,7,1,6,4
game000890,X,1,6,2,5,2
game000890,X,2,3,2,7,7
game000890,X,3,1,3,4,6
game000890,X,4,1,4,5,0
game000890,X,5,7,6,2,1
game000890,X,6,1,7,2,5
game000890,X,7,0,5,7,2
game000890,X,8,7,0,6,7
game000890,X,9,4,2,6,1
game000890,X,10,5,1,0,1
game000890,X,11,4,7,4,5
game000890,X,12,4,1,1,0
game000890,X,13,0,3,1,1
game000890,X,14,3,3,2,3
game000890,X,15,2,0,3,6
game000890,X,16,2,7,3,0
game000890,X,17,3,7,7,4
game000890,X,18,1,2,0,4
game000890,X,19,5,5,5,7
game000890,X,20,7,5,5,3
game000890,X,21,2,2,6,6
game000890,X,22,1,5,4,4
game000890,X,23,5,4,0,7
game000890,X,24,3,4,2,6
game000890,X,25,0,6,0,2
game000890,X,26,3,5,1,6
game000890,X,27,6,5,0,0
game000890,X,28,6,3,2,4
game000891,X,0,3,5,0,2
game000891,X,1,3,0,6,3
game000891,X,2,7,6,2,0
game000891,X,3,2,5,3,1
game000891,X,4,0,5,2,1
game000891,X,5,4,4,4,2
game000891,X,6,0,6,2,6
game000891,X,7,1,4,5,6
game000891,X,8,6,0,1,3
game000891,X,9,1,5,7,1
game000891,X,10,1,7,6,1
game000891,X,11,7,2,1,0
game000891,X,12,7,4,5,1
game000892,X,0,6,3,2,7
game000892,X,1,5,1,4,6
game000892,X,2,1,4,4,7
game000892,X,3,7,3,0,3
game000892,X,4,7,0,2,1
game000892,X,5,4,2,5,4
game000892,X,6,4,5,1,5
game000892,X,7,5,0,0,0
game000892,X,8,0,4,0,7
game000892,X,9,2,0,6,4
game000892,X,10,7,7,5,2
game000892,X,11,6,0,4,3
game000892,X,12,6,2,1,3
game000892,X,13,1,6,7,4
game000892,X,14,6,7,5,7
game000892,X,15,2,2,7,5
game000892,X,16,3,5,7,2
game000892,X,17,4,1,0,1
game000892,X,18,3,1,3,0
game000892,X,19,6,5,3,3
game000892,X,20,6,1,3,7
game000892,X,21,2,3,5,3
game000893,O,0,5,5,0,7
game000893,O,1,3,1,7,7
game000893,O,2,2,2,6,1
game000893,O,3,7,4,1,6
game000893,O,4,4,2,5,3
game000893,O,5,5,6,3,6
game000893,O,6,5,0,6,7
game000893,O,7,2,3,1,3
game000893,O,8,6,2,6,5
game000893,O,9,6,0,0,1
game000893,O,10,6,6,3,4
game000893,O,11,1,7,5,1
game000893,O,12,2,1,7,5
game000893,O,13,0,5,1,2
game000893,O,14,1,0,2,4
game000893,O,15,4,4,3,2
game000893,O,16,0,2,4,7
game000893,O,17,0,0,7,1
game000893,O,18,4,1,5,7
game000893,O,19,2,0,2,5
game000893,O,20,5,2,4,3
game000894,O,0,2,1,6,3
game000894,O,1,6,1,5,0
game000894,O,2,7,6,4,1
game000894,O,3,2,0,1,4
game000894,O,4,1,1,0,1
game000894,O,5,3,4,5,1
game000894,O,6,7,5,0,4
game000894,O,7,6,4,3,0
game000894,O,8,5,2,3,3
game000894,O,9,3,6,4,6
game000894,O,10,7,0,5,4
game000894,O,11,1,5,5,3
game000894,O,12,2,4,7,2
game000894,O,13,0,7,2,5
game000894,O,14,1,2,7,4
game000894,O,15,6,5,5,5
game000894,O,16,0,3,2,3
game000894,O,17,6,6,3,2
game000895,O,0,3,1,3,2
game000895,O,1,4,0,1,0
game000895,O,2,5,1,3,0
game000895,O,3,1,2,1,7
game000895,O,4,5,0,7,4
game000895,O,5,6,0,6,1
game000895,O,6,2,6,4,1
game000895,O,7,7,3,5,4
game000895,O,8,3,3,6,7
game000895,O,9,0,3,4,4
game000895,O,10,6,2,5,2
game000895,O,11,0,0,2,3
game000895,O,12,6,4,3,6
game000895,O,13,1,6,7,5
game000895,O,14,3,7,4,2
game000895,O,15,2,1,7,2
game000895,O,16,7,1,4,5
game000895,O,17,2,0,7,0
game000895,O,18,2,7,3,5
game000895,O,19,0,6,0,5
game000895,O,20,6,3,5,6
game000895,O,21,1,5,2,4
game000895,O,22,0,7,4,3
game000896,O,0,4,1,1,0
game000896,O,1,0,1,3,5
game000896,O,2,7,4,5,1
game000896,O,3,1,7,4,4
game000896,O,4,1,4,0,7
game000896,O,5,6,1,5,2
game000896,O,6,3,6,1,1
game000896,O,7,2,3,5,6
game000896,O,8,2,0,3,4
game000896,O,9,3,1,1,5
game000896,O,10,3,0,4,3
game000896,O,11,6,7,3,3
game000896,O,12,0,4,6,3
game000896,O,13,6,2,5,4
game000896,O,14,0,6,7,0
game000896,O,15,0,5,0,2
game000896,O,16,4,2,1,2
game000896,O,17,7,5,3,7
game000896,O,18,1,3,5,0
game000896,O,19,0,0,6,5
game000896,O,20,0,3,2,5
game000896,O,21,5,5,6,4
game000896,O,22,7,6,4,5
game000896,O,23,1,6,5,7
game000896,O,24,7,7,2,4
game000897,X,0,4,0,6,5
game000897,X,1,0,0,1,2
game000897,X,2,3,3,0,6
game000897,X,3,6,0,6,3
game000897,X,4,1,1,4,2
game000897,X,5,7,3,7,4
game000897,X,6,5,3,7,0
game000897,X,7,3,6,5,5
game000897,X,8,4,3,4,6
game000897,X,9,5,0,6,2
game000897,X,10,6,4,6,7
game000897,X,11,5,2,0,4
game000897,X,12,1,7,6,6
game000897,X,13,1,3,1,0
game000897,X,14,7,7,2,5
game000897,X,15,3,7,2,0
game000897,X,16,3,5,4,5
game000898,X,0,4,3,4,2
game000898,X,1,2,6,7,3
game000898,X,2,6,0,5,5
game000898,X,3,6,2,0,7
game000898,X,4,0,6,0,1
game000898,X,5,3,5,0,5
game000898,X,6,1,5,1,1
game000898,X,7,0,0,2,1
game000898,X,8,3,6,4,4
game000898,X,9,3,2,2,4
game000898,X,10,3,1,1,0
game000898,X,11,7,4,3,7
game000898,X,12,0,2,7,1
game000898,X,13,2,7,3,4
game000898,X,14,1,2,4,1
game000898,X,15,7,5,2,3
game000898,X,16,1,7,0,4
game000898,X,17,4,7,6,3
game000898,X,18,5,2,2,0
game000898,X,19,1,3,5,1
game000898,X,20,6,5,5,3
game000898,X,21,7,6,5,6
game000898,X,22,3,3,3,0
game000898,X,23,4,0,5,0
game000898,X,24,6,4,5,7
game000899,O,0,0,7,1,7
game000899,O,1,5,7,0,0
game000899,O,2,0,2,6,2
game000899,O,3,0,1,5,5
game000899,O,4,4,5,0,6
game000899,O,5,6,1,4,2
game000899,O,6,1,6,4,7
game000899,O,7,7,5,2,5
game000899,O,8,3,0,4,0
game000899,O,9,2,7,7,4
game000899,O,10,2,2,6,5
game000899,O,11,3,1,5,6
game000899,O,12,2,3,3,2
game000899,O,13,4,6,5,1
game000899,O,14,7,6,7,2
game000899,O,15,0,5,7,7
game000899,O,16,2,6,6,3
game000899,O,17,3,4,3,6
game000899,O,18,1,5,6,7
game000899,O,19,7,0,5,2
game000900,t,0,1,4,1,2
game000900,t,1,1,5,2,7
game000900,t,2,3,4,6,2
game000900,t,3,2,6,7,6
game000900,t,4,0,5,2,3
game000900,t,5,4,7,5,4
game000900,t,6,3,3,3,1
game000900,t,7,0,1,2,0
game000900,t,8,4,0,2,5
game000900,t,9,5,7,4,3
game000900,t,10,6,0,4,2
game000900,t,11,4,5,3,6
game000900,t,12,0,4,6,7
game000900,t,13,6,4,4,1
game000900,t,14,3,7,6,6
game000900,t,15,1,1,0,3
game000900,t,16,2,1,1,0
game000900,t,17,3,5,6,3
game000900,t,18,7,4,2,2
game000900,t,19,1,6,4,4
game000900,t,20,5,3,2,4
game000900,t,21,4,6,1,3
game000900,t,22,6,5,7,5
game000900,t,23,7,2,0,2
game000900,t,24,7,7,3,0
game000900,t,25,1,7,5,2
game000900,t,26,0,6,7,3
game000900,t,27,5,0,5,1
game000900,t,28,7,1,0,0
game000900,t,29,3,2,5,6
game000900,t,30,5,5,0,7
game000900,t,31,6,1,7,0
game000901,O,0,7,6,6,7
game000901,O,1,2,6,7,4
game000901,O,2,5,5,5,0
game000901,O,3,2,5,2,1
game000901,O,4,0,5,3,4
game000901,O,5,6,0,0,2
game000901,O,6,2,2,2,3
game000901,O,7,6,5,4,4
game000901,O,8,1,2,2,7
game000901,O,9,5,1,3,0
game000901,O,10,3,3,7,2
game000901,O,11,5,6,3,1
game000901,O,12,6,1,1,6
game000901,O,13,4,0,6,6
game000901,O,14,1,4,2,4
game000901,O,15,0,6,1,0
game000901,O,16,4,1,5,3
game000901,O,17,0,4,4,7
game000901,O,18,3,7,5,7
game000901,O,19,3,5,1,3
game000901,O,20,7,0,2,0
game000901,O,21,6,2,0,3
game000901,O,22,5,2,6,4
game000901,O,23,6,3,0,7
game000901,O,24,1,1,4,6
game000901,O,25,0,0,4,2
game000902,X,0,4,2,1,2
game000902,X,1,4,1,1,0
game000902,X,2,6,3,1,5
game000902,X,3,1,1,4,7
game000902,X,4,5,3,2,2
game000902,X,5,0,5,4,4
game000902,X,6,7,2,2,0
game000902,X,7,2,7,6,7
game000902,X,8,7,7,0,3
game000902,X,9,7,3,3,2
game000902,X,10,4,3,3,0
game000902,X,11,3,6,5,5
game000902,X,12,4,5,6,0
game000902,X,13,1,6,2,5
game000902,X,14,7,4,6,2
game000902,X,15,3,7,4,6
game000902,X,16,2,3,1,3
game000902,X,17,5,7,0,0
game000902,X,18,0,1,2,4
game000902,X,19,6,5,7,1
game000902,X,20,5,1,0,2
game000902,X,21,3,4,7,6
game000903,O,0,1,4,0,2
game000903,O,1,3,2,4,0
game000903,O,2,4,5,0,1
game000903,O,3,2,0,1,7
game000903,O,4,6,4,6,1
game000903,O,5,6,2,6,0
game000903,O,6,7,3,2,6
game000903,O,7,0,0,4,6
game000903,O,8,7,7,1,6
game000903,O,9,6,6,7,5
game000903,O,10,1,5,7,0
game000903,O,11,1,3,5,0
game000903,O,12,2,2,1,0
game000903,O,13,0,3,0,7
game000903,O,14,7,1,2,7
game000903,O,15,4,4,5,6
game000903,O,16,4,2,0,4
game000903,O,17,4,7,1,1
game000903,O,18,3,1,3,5
game000903,O,19,5,4,2,1
game000903,O,20,3,7,3,4
game000903,O,21,0,5,7,4
game000903,O,22,5,7,4,3
game000903,O,23,1,2,6,7
game000903,O,24,2,5,3,3
game000903,O,25,5,1,3,0
game000904,O,0,1,2,5,1
game000904,O,1,2,3,6,6
game000904,O,2,5,7,2,7
game000904,O,3,1,6,1,3
game000904,O,4,5,3,6,2
game000904,O,5,2,0,0,4
game000904,O,6,6,1,0,2
game000904,O,7,6,4,0,0
game000904,O,8,7,6,4,2
game000904,O,9,7,1,4,1
game000904,O,10,0,1,4,3
game000904,O,11,2,5,2,2
game000904,O,12,0,7,7,3
game000904,O,13,2,4,5,2
game000904,O,14,1,7,3,2
game000905,O,0,5,5,7,2
game000905,O,1,3,5,0,0
game000905,O,2,1,7,4,6
game000905,O,3,3,0,6,7
game000905,O,4,6,3,6,6
game000905,O,5,2,7,1,5
game000905,O,6,6,2,3,3
game000905,O,7,5,7,5,6
game000905,O,8,2,1,2,0
game000905,O,9,5,4,0,4
game000905,O,10,1,6,4,4
game000905,O,11,7,5,7,3
game000905,O,12,6,4,3,6
game000905,O,13,3,2,1,4
game000905,O,14,0,3,7,4
game000905,O,15,1,3,4,0
game000905,O,16,1,1,5,1
game000905,O,17,4,7,1,2
game000905,O,18,2,3,7,0
game000905,O,19,4,1,2,6
game000906,t,0,0,0,3,0
game000906,t,1,0,5,6,6
game000906,t,2,5,3,7,1
game000906,t,3,4,7,5,2
game000906,t,4,0,1,5,7
game000906,t,5,2,1,0,4
game000906,t,6,6,2,5,6
game000906,t,7,4,1,7,3
game000906,t,8,1,0,5,4
game000906,t,9,0,3,1,5
game000906,t,10,2,4,7,5
game000906,t,11,3,4,0,6
game000906,t,12,1,2,2,6
game000906,t,13,2,0,2,7
game000906,t,14,7,4,4,3
game000906,t,15,1,3,4,6
game000906,t,16,1,6,7,6
game000906,t,17,6,1,3,3
game000906,t,18,2,2,4,5
game000906,t,19,1,4,0,7
game000906,t,20,4,2,6,7
game000906,t,21,7,7,3,7
game000906,t,22,4,0,6,0
game000906,t,23,1,7,1,1
game000906,t,24,5,5,3,5
game000906,t,25,5,1,6,5
game000906,t,26,3,2,2,3
game000906,t,27,6,4,4,4
game000906,t,28,3,6,5,0
game000906,t,29,6,3,0,2
game000906,t,30,7,2,3,1
game000906,t,31,7,0,2,5
game000907,X,0,0,5,5,1
game000907,X,1,0,4,6,5
game000907,X,2,7,2,4,4
game000907,X,3,2,0,0,6
game000907,X,4,7,1,6,3
game000907,X,5,4,2,4,3
game000907,X,6,4,5,1,6
game000907,X,7,5,6,5,2
game000907,X,8,2,1,2,5
game000907,X,9,0,7,6,7
game000907,X,10,7,0,1,1
game000907,X,11,3,6,4,1
game000907,X,12,7,3,1,0
game000907,X,13,3,5,5,4
game000907,X,14,2,6,7,7
game000907,X,15,2,4,4,6
game000907,X,16,3,0,1,4
game000907,X,17,3,4,0,3
game000907,X,18,1,7,1,5
game000907,X,19,6,0,2,2
game000907,X,20,4,7,3,1
game000907,X,21,6,4,2,3
game000907,X,22,6,2,6,1
game000907,X,23,1,3,0,2
game000907,X,24,7,5,5,5
game000907,X,25,2,7,6,6
game000907,X,26,0,1,0,0
game000907,X,27,1,2,7,4
game000907,X,28,3,2,5,0
game000907,X,29,4,0,5,7
game000908,X,0,4,6,6,2
game000908,X,1,6,3,7,4
game000908,X,2,1,7,7,2
game000908,X,3,7,5,6,0
game000908,X,4,6,4,5,7
game000908,X,5,1,2,4,5
game000908,X,6,1,4,5,4
game000908,X,7,1,3,2,2
game000908,X,8,1,6,7,1
game000908,X,9,0,1,2,5
game000908,X,10,5,1,1,5
game000908,X,11,5,3,0,4
game000908,X,12,3,6,6,6
game000908,X,13,3,5,6,5
game000908,X,14,2,1,3,2
game000908,X,15,2,7,3,1
game000908,X,16,5,0,6,1
game000908,X,17,3,7,6,7
game000908,X,18,4,1,2,6
game000908,X,19,4,2,2,0
game000908,X,20,7,3,7,0
game000908,X,21,3,0,5,2
game000909,O,0,1,4,7,4
game000909,O,1,1,3,4,5
game000909,O,2,4,2,1,7
game000909,O,3,3,6,3,0
game000909,O,4,4,6,2,1
game000909,O,5,0,6,3,3
game000909,O,6,4,7,7,3
game000909,O,7,6,5,1,2
game000909,O,8,4,3,0,1
game000909,O,9,5,3,7,7
game000909,O,10,6,6,3,1
game000909,O,11,0,4,4,0
game000909,O,12,6,1,3,7
game000909,O,13,6,3,0,7
game000909,O,14,2,4,1,6
game000909,O,15,7,1,7,0
game000909,O,16,2,3,5,5
game000909,O,17,1,5,1,0
game000909,O,18,7,6,0,3
game000909,O,19,0,5,5,0
game000909,O,20,0,0,6,4
game000909,O,21,2,7,3,4
game000909,O,22,7,2,5,4
game000909,O,23,3,2,2,5
game000909,O,24,4,4,2,2
game000909,O,25,5,2,2,0
game000910,X,0,1,6,0,6
game000910,X,1,0,0,5,5
game000910,X,2,6,4,2,6
game000910,X,3,4,3,2,2
game000910,X,4,5,4,2,3
game000910,X,5,0,3,4,0
game000910,X,6,1,1,3,5
game000910,X,7,3,2,1,2
game000910,X,8,4,6,1,4
game000910,X,9,1,5,2,5
game000910,X,10,4,7,0,7
game000910,X,11,4,4,3,3
game000910,X,12,6,3,7,6
game000910,X,13,6,2,1,7
game000910,X,14,4,1,7,0
game000910,X,15,0,5,1,0
game000910,X,16,5,7,0,4
game000910,X,17,7,7,7,2
game000911,X,0,7,1,7,2
game000911,X,1,4,3,2,0
game000911,X,2,3,6,5,3
game000911,X,3,5,0,6,4
game000911,X,4,5,4,6,2
game000911,X,5,1,6,5,1
game000911,X,6,1,4,7,0
game000911,X,7,1,3,0,6
game000911,X,8,1,7,0,1
game000911,X,9,5,2,4,0
game000911,X,10,1,2,2,5
game000911,X,11,4,1,6,1
game000911,X,12,3,1,1,1
game000911,X,13,4,4,7,7
game000911,X,14,0,7,5,5
game000911,X,15,5,7,2,6
game000911,X,16,6,5,0,2
game000911,X,17,2,3,5,6
game000911,X,18,0,3,2,1
game000911,X,19,6,0,6,3
game000911,X,20,6,6,7,6
game000911,X,21,3,5,0,4
game000911,X,22,4,7,6,7
game000911,X,23,2,4,3,4
game000911,X,24,4,2,3,2
game000911,X,25,1,0,3,0
game000911,X,26,3,7,0,5
game000911,X,27,2,2,4,6
game000911,X,28,0,0,2,7
game000912,O,0,0,1,1,2
game000912,O,1,2,7,5,1
game000912,O,2,0,2,2,5
game000912,O,3,2,0,7,1
game000912,O,4,2,1,3,5
game000912,O,5,4,7,7,6
game000912,O,6,2,3,1,0
game000912,O,7,3,6,3,1
game000912,O,8,7,2,2,4
game000912,O,9,6,5,3,2
game000912,O,10,0,7,5,6
game000912,O,11,6,2,4,0
game000912,O,12,4,5,5,2
game000912,O,13,7,0,4,3
game000912,O,14,5,3,6,1
game000912,O,15,3,7,1,7
game000912,O,16,6,7,1,3
game000912,O,17,4,1,1,6
game000912,O,18,7,4,5,0
game000912,O,19,2,2,1,4
game000912,O,20,1,1,0,5
game000912,O,21,7,7,6,3
game000912,O,22,6,6,6,4
game000912,O,23,4,4,3,3
game000912,O,24,7,5,2,6
game000912,O,25,4,6,1,5
game000913,X,0,0,4,3,0
game000913,X,1,1,4,2,1
game000913,X,2,3,7,0,5
game000913,X,3,1,6,7,0
game000913,X,4,2,0,1,5
game000913,X,5,4,2,6,5
game000913,X,6,2,6,5,3
game000913,X,7,4,4,6,2
game000913,X,8,6,6,0,3
game000913,X,9,7,6,1,1
game000913,X,10,5,0,4,5
game000913,X,11,1,2,6,4
game000913,X,12,4,0,0,7
game000913,X,13,0,1,5,5
game000913,X,14,3,6,0,2
game000913,X,15,6,7,2,3
game000913,X,16,2,5,4,1
game000913,X,17,0,6,3,2
game000913,X,18,6,3,7,2
game000913,X,19,5,2,7,1
game000913,X,20,4,7,7,4
game000913,X,21,4,3,3,1
game000913,X,22,6,1,3,5
game000913,X,23,1,7,1,3
game000913,X,24,7,5,3,4
game000914,X,0,2,5,6,0
game000914,X,1,0,3,3,2
game000914,X,2,2,0,7,0
game000914,X,3,1,4,7,3
game000914,X,4,5,0,3,1
game000914,X,5,6,2,5,7
game000914,X,6,6,5,0,1
game000914,X,7,3,0,1,7
game000914,X,8,5,4,6,1
game000914,X,9,6,6,0,7
game000914,X,10,0,2,6,4
game000914,X,11,0,4,5,2
game000914,X,12,1,3,0,0
game000914,X,13,7,7,1,2
game000914,X,14,1,6,7,4
game000914,X,15,7,5,4,6
game000914,X,16,0,5,6,7
game000914,X,17,2,2,4,0
game000914,X,18,7,1,6,3
game000914,X,19,2,7,1,0
game000915,X,0,4,4,6,5
game000915,X,1,1,4,7,5
game000915,X,2,1,3,2,4
game000915,X,3,4,3,4,0
game000915,X,4,5,2,5,4
game000915,X,5,2,1,3,4
game000915,X,6,4,2,5,0
game000915,X,7,3,0,5,1
game000915,X,8,2,0,3,5
game000915,X,9,7,7,4,7
game000915,X,10,1,6,7,1
game000915,X,11,1,0,5,7
game000915,X,12,4,5,5,3
game000915,X,13,0,4,0,2
game000915,X,14,3,7,7,0
game000915,X,15,7,4,1,1
game000915,X,16,1,2,7,3
game000915,X,17,6,6,0,3
game000915,X,18,0,6,5,6
game000915,X,19,2,3,2,2
game000915,X,20,3,3,6,4
game000915,X,21,6,3,3,6
game000916,O,0,6,5,2,2
game000916,O,1,7,1,4,4
game000916,O,2,0,3,2,0
game000916,O,3,1,7,6,6
game000916,O,4,1,5,6,7
game000916,O,5,0,5,5,1
game000916,O,6,7,3,2,1
game000916,O,7,0,0,3,0
game000916,O,8,7,7,7,6
game000916,O,9,3,7,4,0
game000916,O,10,5,4,6,4
game000916,O,11,6,1,3,1
game000916,O,12,6,3,0,7
game000916,O,13,5,2,5,0
game000916,O,14,6,2,1,2
game000916,O,15,7,2,2,7
game000916,O,16,5,3,4,1
game000916,O,17,5,5,2,3
game000916,O,18,5,7,1,1
game000917,X,0,5,3,0,7
game000917,X,1,1,3,3,5
game000917,X,2,6,0,2,0
game000917,X,3,2,1,7,6
game000917,X,4,2,3,4,0
game000917,X,5,4,3,1,5
game000918,X,0,7,5,3,7
game000918,X,1,3,0,4,1
game000918,X,2,5,4,5,3
game000918,X,3,3,4,1,3
game000918,X,4,0,4,3,6
game000918,X,5,7,2,5,6
game000918,X,6,7,4,6,3
game000918,X,7,4,0,1,7
game000918,X,8,6,6,5,2
game000918,X,9,5,1,4,3
game000918,X,10,7,7,7,6
game000918,X,11,7,3,4,7
game000918,X,12,5,5,3,1
game000918,X,13,3,3,1,0
game000919,O,0,1,5,2,3
game000919,O,1,5,6,4,5
game000919,O,2,0,4,6,7
game000919,O,3,2,0,3,5
game000919,O,4,4,2,6,1
game000919,O,5,1,1,7,3
game000919,O,6,5,5,1,7
game000919,O,7,6,3,0,5
game000919,O,8,3,1,2,4
game000919,O,9,3,2,6,0
